Titre;Description Longue;Commune;code_postal;INSEE;Dispotifs Covid;Statut;Labels;Catégorie;geopoint;adresse
MAS DU CAYRE;"Le Mas des Cayre est un nouveau domaine dans la vallée de l’Hérault. Bien que les vignes soient dans la famille depuis 4 générations, 2022 est leur 1er millésime vinifié. Les vignes sont situées sur Montpeyroux, sur un  terroir argilo-calcaire classé en appellation Terrasses du Larzac. 
Ce terroir extraordinaire transparaît, comme nous l’imaginions, dans leurs vins. Ils proposent aujourd’hui une gamme de 3 vins : 
-	« Histoire de… » avec un rosé IGP Oc, syrah et grenache : un rosé languedocien typique, coloré, fruité, à boire en apéro ou tout au long du repas.
-	« Histoire de… » avec un rouge IPG OC, syrah et grenache : il s’agit d’un rouge fruité frais et facile à boire ; le penchant rouge du rosé. 
-	« Cal Cayre » un rouge en AOP Languedoc, syrah, grenache et mourvèdre : plus complexe et épicé, on apprécie les fruits noirs en bouche et la finale sur le chocolat et la réglisse. Il reste gouleyant et long en bouche. »
La Mas des Cayre vient d'inaugurer leur nouvelle cave et  proposent également une dégustation de nos vins et la vente sur place.";LAGAMAS;34150;34125;;Producteur;;Vente des produits de l’exploitation;43.67439, 3.52152;Route de Gignac
MAS ALEXANDRINE;"Située entre Montpellier et Nîmes, en bordure de l'étang de l'Or, l'exploitation bénéficie d'un grand bassin de biodiversité, riche d'une faune et flore typique de la Camargue. Produisant sur une trentaine d'hectares et 5 000 m² de serres, le Mas Alexandrine propose une cinquantaine de fruits et légumes différents selon la saison.
De mai à septembre, la production est en vente directement sur l'exploitation, les mercredis de 16h à 19h et les samedis de 9h30 à 12h.";SAINT-NAZAIRE-DE-PEZAN;34400;34280;;Producteur;Bienvenue à la ferme;Vente de produits à la ferme;43.6472231, 4.11053117;591 chemin de Lansargues
DOMAINE DE FAVAS;"Geoffrey et Samuel Masse cultivent la même passion pour ce métier, avec la volonté de produire des vins biologiques aux reflets de leur personnalité et de leurs valeurs profondes dans un environnement unique, afin de préserver les sols et favoriser la biodiversité.

Un domaine où se sont succédées 22 générations, chacune ayant apporté sa pierre à l'édifice dans le respect de cette longue tradition familiale. Par le passé, la vigne n’a pas toujours été la seule activité : Associée bien souvent à l’élevage de brebis, à la production d’olives et de vers à soie, mais elle a toujours fait partie du paysage. Aujourd'hui les deux frères maintiennent une unité et une continuité dans le temps.

Convertir le vignoble  à l’Agriculture Biologique était une évidence, mais notre engagement va plus loin. Nous maintenons en place et implantons des arbustes, comme les figuiers sauvages et pistachiers pour favoriser la biodiversité. Nous remettons en place les murs en pierres sèches bordants nos parcelles, idéals pour abriter toutes sortes de reptiles, insectes ou gastéropodes. Nous créons des zones humides avec des mares et nous travaillons à semer entre les rangs de vigne pour nourrir naturellement nos sols, avec l'appui de nos cochons qui s'épanouissent dans nos parcelles.";SAINT-BAUZILLE-DE-MONTMEL;34160;34242;;;Agriculture Biologique;Vente des produits de l’exploitation;43.76866, 3.97749;1 rue du roc
LES TRÉSORS DE L'ALCHIMISTE;Découvrez des olives, du miel et des produits dérivés élaborés dans le respect de la nature. Retrouvez ses produits à la boutique de l'Office de tourisme.;QUARANTE;34310;34226;;Producteur;;Vente des produits de l’exploitation;43.34666, 2.96015;20 Rue de la Chapelle
BRASSERIE LODEVA;"La Brasserie Lodeva a vu le jour en juin 2021 dans l’arrière-pays montpelliérain entre Larzac et Salagou, dans la ville de Lodève.
C’est dans ce bel écrin que sont brassées les bières d’inspiration lointaine pour certaines et plus proche pour d’autres. Le monde de la bière étant riche de styles d’origines variées, Lodeva propose à leur échelle de prolonger cette grande épopée en proposant une gamme variée et authentique.

Des styles ancestraux européens aux bières modernes du nouveaux monde, la brasserie LODEVA fabrique pour vous des bières de caractère.";LODEVE;34700;34142;;;;Vente des produits de l’exploitation;43.7302526, 3.32402927;9 Avenue Denfert-Rochereau
DOMAINE DE SAUZET;Nos engagements sont éthiques : une viticulture respectueuse de l'environnement, un grand soin à toutes les étapes de la vigne à l'élevage des vins, un objectif permanent de qualité, des vignes heureuses vendangées à la main, des raisins sains exprimant naturellement notre merveilleux terroir. Nous cultivons cette différence qui ne laisse pas indifférent, avec des petites parcelles, des petits rendements, des petits cuvées ...et beaucoup de travail pour votre plus grand plaisir. Niché dans la vallée de Montoulieu, au pied de la Grotte des Demoiselles, le domaine se situe à 35 km de Montpellier. La vallée de Montoulieu est surnommée la vallée des extrêmes, la petite Sibérie. Visite et dégustation gratuites sur rendez-vous (appeler sur le portable).;SAINT-BAUZILLE-DE-PUTOIS;34190;34243;;Caveau de dégustation;Qualité Tourisme Occitanie Sud de France;Vente de vins au caveau;43.905227, 3.761411;Route de Montoulieu
BRASSERIE BLACSTAR;"Dès sa création en 2021, la brasserie familiale a souhaité défendre des valeurs écologiques et sociales.

Au-delà de la fabrication de bières artisanales et de limonades de qualité, la brasserie s'engage à promouvoir une consommation responsable en sensibilisant leurs clients à l’importance de leur démarche dans le choix de leurs produits et la gestion des emballages.

La brasserie BLACSTAR fabrique ses produits dans une démarche éthique et éco-responsable.

BLACSTAR ça veut dire Brasserie Limonaderie Artisanale Cévenole et c'est aussi une jolie référence au dernier album de David Bowie !";GANGES;34190;34111;;Brasseur;Agriculture Biologique;Vente des produits de l’exploitation;43.934589, 3.71221;Rue du Ménestrel
DOMAINE DE PRADINES;"effectif de l’entreprise : 1.
Tracteur : 1.
Nombre d’hectares : 10.
Cépages : 9 (Vermentino, Marsanne, Roussane, Grenache blanc, Viognier pour le blanc et Syrah, Grenache, Cinsault, Merlot pour le rouge).
Années sur terre de l’exploitant : 36.
Acquisition et conversion en AB des vignes depuis 5 ans.
Bouteilles de 75cl consignables produites en 2023 : 6000.
Degré moyen d'alcool observé sur les bouteilles : 12,5%.
Rendement moyen de 25Hl/ha.
0 gr de sulfite ajouté.
Domaine situé à Montoulieu 34190.
Si vous aimez les chiffres et que vous en désirez d'autres, composez le 06-10-79-18-69";MONTOULIEU;34190;34171;;;;Vente des produits de l’exploitation;43.924453, 3.790655;11 Chemin de Pradines
GAEC DU PONT D'AGOÛT;"Les vaches vêlent tout au long de l'année, les veaux dit ""sous la mère"" naissent et sont élevés sur la ferme.
Nous produisons une grande partie de leur alimentation. 

Viande de veau et de bœuf vendu en colis de 5 ou 10 kg.";CAMBON-ET-SALVERGUES;34330;34046;;;Bienvenue à la ferme;;43.614838, 2.84392;Pont d'Agoût
LES COCHONS DE LA GARRIGUE;A Clermont l'Hérault, Anne-Sophie élève des cochons en Agriculture Biologique. Elle propose la visite et vente directe à la ferme, sur réservation. Guinguette le week-end pour tous ceux qui souhaitent déguster les produits transformés.;CLERMONT-L'HERAULT;34800;34079;;;Agriculture Biologique;Vente des produits de l’exploitation;43.6359592, 3.42310075;Chemin des Oliviers
LES PIEDS DANS L'EAU;Mas authentique, ambiance détente, travail artisanal, produits issus de la production;LOUPIAN;34140;34143;;Producteur;;Vente de produits à la ferme;43.442258, 3.63519578;21 Le Mourre rouge
LES VINS MONT-VAL;;ASPIRAN;34800;34013;;Cave particulière;Agriculture Biologique;Vente des produits de l’exploitation;43.56505, 3.44895;3 Rue du Faubourg
DYADE COFFEE;"Dyade coffee est une petite torréfaction de café de spécialité située à Montpellier.
Fondée par Simen Andersen, un barista primé au niveau national et international. 
Dyade s’efforce de créer de nouvelles dyades, c'est-à-dire une connexion ou un lien, à travers le café. 
L'un de ces liens est le goût et le terroir, et c'est pourquoi tous nos cafés sont torréfiés pour mettre en valeur le terroir et le processus de chaque café. 

Il est également essentiel que les cafés torréfiés par Dyade n'aient pas seulement un bon goût, mais qu'ils fassent du bien aux agriculteurs et à l'environnement, tant sur le plan social qu'écologique.";MONTPELLIER;34070;34172;;Commerçant;;Artisanat gourmand;43.583833, 3.8602277;Montpellier
DOMAINE DES CARMES;"Situé à Pierrerue, le Domaine des Carmes, seule production de kiwi de l'Hérault, est une exploitation familiale qui a su diversifier sa production avec un produit original : un pur jus de kiwi, cultivé et transformé sur place. Ce nectar rare, aux notes acidulées et sucrées, est une alternative surprenante aux jus plus classiques.

Le kiwi, fruit emblématique de la vitalité, est gorgé de vitamine C et d’antioxydants. Ici, pas de traitements inutiles ni de sucres ajoutés : le jus est élaboré dans le respect du fruit et de ses arômes naturels. Le résultat ? Une boisson à la texture veloutée, équilibrée entre douceur et peps, parfaite pour un coup de frais lors des chaudes journées languedociennes.

Vente de fruits frais et jus 100 % fruits et confitures.";PIERRERUE;34360;34201;;Producteur;Ecocert;Vente des produits de l’exploitation;43.43411, 2.97049;Route de la Bosque
DOMAINE CARRIÈRE PRADAL;"Domaine Carrière Pradal – Une Expérience Œnotouristique Authentique au Cœur de l’Agroforesterie
Niché au sein d’un paysage préservé, entre vignes, bois et haies, le Domaine Carrière Pradal vous invite à découvrir une viticulture engagée et harmonieuse, où la nature reprend ses droits.
Pionnier dans l’agroforesterie, le domaine marie avec élégance culture de la vigne et diversité végétale, favorisant un équilibre durable entre l’homme et son environnement. Arbres fruitiers, haies mellifères, couverts végétaux et biodiversité sont ici les alliés naturels de la vigne, apportant richesse aux sols et expression aux vins.";SERVIAN;34290;34300;;;Agriculture Biologique;Vente de vins au caveau;43.396794, 3.273726;Domaine de la Massolette
FERME DU BASSET;Le troupeau de vaches laitières est consacré à la transformation du lait en fromages et autres produits laitiers.;CASTANET-LE-HAUT;34610;34055;;;;;43.687804, 2.952632;Le Basset
LE PRÉ DES FILLES;"Dans « Le pré de Filles », qui fut tour à tour prairie, jardin et verger, j’ai planté divers petits fruits : framboise, groseille,  cassis, mûre, fraise, myrtille, ainsi qu’un verger diversifié dans lequel se trouve des kiwis, pruniers, cerisiers, pommiers, poiriers, pêchers, abricotiers, cognassiers.

J’élabore moi-même le sorbet de façon artisanale avec les récoltes de fruits et de plantes provenant de mes cultures ou de cueillettes sauvages. Tous les ingrédients de mes recettes sont issus de l’agriculture biologique. Mes sorbets sont « plein fruit », ils contiennent au moins 60% de fruits et sont vendus en bac de 125 ml/500ml/1l ainsi qu’à la boule
sur les marchés. 

En fonction des cueillettes, de la saison et de l’inspiration du moment, je vous propose divers parfums tels que fraise, framboise, mûre, cassis, groseilles, cerise, cerise-fleur de sureau, prune, figue, marron, citron, combava, menthe, verveine, lavante, thym, rose...";FRAISSE-SUR-AGOUT;34330;34107;;;;;43.585162, 2.862694;Route de Coustorgues
FERME DE MALESCALIER;"Toutes nos transformations sont sans colorant et sans conservateur. 

Tous les plats que nous vous proposons sont faits maison avec notre viande de porc et les accompagnements sont issus de
fermes de la région. Dans une ambiance conviviale et chaleureuse, uniquement en extérieur, nous vous proposons des plats fermiers à partir de notre viande de porc de de juillet à septembre tous les jeudis, vendredis, samedis et dimanches midis uniquement et réservation de préférence mais non obligatoire et si la météo le permet.";LA SALVETAT-SUR-AGOUT;34330;34293;;;;;43.569679, 2.764247;Chemin de Malescalier
LES FANS DU BOCAL;Aux portes du Parc Naturel Régional du Haut-Languedoc, à Berlou, Les Fans du Bocal proposent une expérience culinaire authentique et conviviale. Frédéric et Nathalie, forts de trente ans d’expertise, ont rejoint leur fils Alex pour transformer leur savoir-faire en une conserverie artisanale qui met en bocal le meilleur des terroirs locaux. Goûtez des plats mijotés, des tartinables parfumés et des soupes réconfortantes élaborés à partir d’ingrédients issus de producteurs partenaires. Pour prolonger l’expérience, Frédéric et Alex interviennent comme chefs à domicile, apportant une cuisine généreuse et sur mesure en maison ou en gîte. Nathalie accueille les hôtes dans son gîte de charme Et au milieu coule un ruisseau, labellisé et idéal pour couples, familles ou petits séminaires. Entre tradition et créativité, Les Fans du Bocal invitent les visiteurs à partager des moments gourmands et chaleureux au cœur d’un territoire préservé.;BERLOU;34360;34030;;Commerçant;;Artisanat gourmand;43.49058, 2.96366;Rue des Clapiers
MAS NOGUES;"Mas Noguès, une famille, deux terroirs. Cinq cuvées portant les prénoms des 5 arrières petits enfants de mes grands parents.
IGP Vin de Pays d'Oc vins en mono cépage.
AOP Languedoc vins d'assemblage.
Dégustation au caveau dans le coeur du village de Sérignan et  visite du domaine et dégustation dans les vignes uniquement en juillet et août.";SERIGNAN;34410;34299;;Producteur;;Vente de vins au caveau;43.2814133, 3.27975955;1 rue de la Prud'homie
DOMAINE DES LAURIERS;"Le Domaine des Lauriers est un domaine familial de 55 hectares établi sur l'appellation Picpoul de Pinet qui produit également des vins de cépages (viognier, rolle, chardonnay …) régulièrement médaillés et sélectionnés dans les guides de référence. 
Venez découvrir le domaine, les propriétaires vous feront déguster leurs produits et vous parleront de leur métier et de leurs secrets.";CASTELNAU-DE-GUERS;34120;34056;;Cave particulière;;Vente de vins au caveau;43.4380903, 3.4388374;15 Avenue de Pézenas
